"15th & Utica Avenue, 1961","Tulsa (Okla.) -- History","East 15th Street and South Utica Avenue in 1961. Phillips 66 station is on the left and DX station is on left, just beyond Phillips.","Tulsa City-County Library",1961,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #A3025",,,"East 15th Street and South Utica Avenue","included","A3025.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,473",473,"474.jpg","/p15020coll1/image/474.jpg",36.1405759,-95.9671049
"15th and College, 1962","Tulsa (Okla.) -- History","East 15th Street and South College Avenue, looking east toward Florence in 1962.","Tulsa City-County Library",1962,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B9563",,,"East 15th Street and South College Avenue","included","B9563.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,480",480,"481.jpg","/p15020coll1/image/481.jpg",36.140554,-95.9459498
"16th & Madison, 1957","Tulsa (Okla.) -- History; 16th Street; Madison Avenue","East 16th Street and South Madison Avenue on 05/24/1957.","Tulsa City-County Library",5/24/1957,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B1320","verified","modified","East 16th Street and South Madison Avenue","included","B1320.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,482",482,"483.jpg","/p15020coll1/image/483.jpg",36.1389587,-95.9802776
"17th & Quaker, 1960","Tulsa (Okla.) -- History; 17th Street; Quaker Avenue","East 17th Street and South Quaker Avenue, 10/10/1960.","Tulsa City-County Library",10/10/1960,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B0965","verified","modified","East 17th Street and South Quaker Avenue","included","B0965.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,486",486,"487.jpg","/p15020coll1/image/487.jpg",36.1380855,-95.9743673
"17th & Quaker, 1960","Tulsa (Okla.) -- History; 17th Street; Quaker Avenue","East 17th Street and South Quaker Avenue, 10/10/1960.","Tulsa City-County Library",10/10/1960,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B0967","verified","modified","East 17th Street and South Quaker Avenue","included","B0967.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,487",487,"488.jpg","/p15020coll1/image/488.jpg",36.1380855,-95.9743673
"17th & Quaker, 1960","Tulsa (Okla.) -- History; 17th Street; Quaker Avenue","East 17th Street and South Quaker Avenue, 10/10/1960.","Tulsa City-County Library",10/10/1960,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B0968","verified","mod","East 17th Street and South Quaker Avenue","included","B0968.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,488",488,"489.jpg","/p15020coll1/image/489.jpg",36.1380855,-95.9743673
"18th & Boston, 1939","Tulsa (Okla.) -- History","Looking southeast at East 18th Street and South Boston Avenue. A Safeway grocery store is on the right.","Tulsa City-County Library",1939,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #C1719","verified","modified","East 18th Street & South Boston","included","C1719.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,491",491,"492.jpg","/p15020coll1/image/492.jpg",36.1360743,-95.9855747
"18th & Cincinnati, 1941","Tulsa (Okla.) -- History","Looking south at East 18th and South Cincinnati Avenue in 1941. Phillips 66 and Lee Elementary School are visible.","Tulsa City-County Library",1941,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #A0147","verified","modified","East 18th Street and South Cincinnati Avenue","included","A0147.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,495",495,"496.jpg","/p15020coll1/image/496.jpg",36.1361425,-95.9833947
"19th Street Residence, Maple Ridge Neighborhood","Tulsa (Okla.) -- History 19th Street","405 East 19th Street","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions and individuals.","Accession #A0784",,"m","405 E 19th St","included","A0784.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,503",503,"504.jpg","/p15020coll1/image/504.jpg",36.1351755,-95.9807426
"31st & 129th","Tulsa (Okla.) -- History","East 31st Street and South 129th East Avenue (Olive Street).","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B1132",,"modified","East 31st Street and South 129th East Avenue","included","B1132.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,576",576,"577.jpg","/p15020coll1/image/577.jpg",36.118926,-95.833236
"31st & Cincinnati, 1957","Tulsa (Okla.) -- History","East 31st Street and South Cincinnati Avenue on 05/28/1957.","Tulsa City-County Library",5/28/1957,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B0769",,"modified","East 31st Street and South Cincinnati Avenue","included","B0769.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,578",578,"579.jpg","/p15020coll1/image/579.jpg",36.1188477,-95.9817596
"31st & Jamestown, circa 1954","Tulsa (Okla.) -- History","Looking west from East 31st Street and South Jamestown Avenue toward Harvard, circa 1954. The Flying A Service Station (left) is on the southwest corner of 31st and Jamestown. The backside of Ranch Acres Shopping Center is on the southeast corner of 31st and Harvard. Construction of Sooner Savings and Loan is underway on the northeast corner of 31st and Harvard.","Tulsa City-County Library",1954,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A1928",,"modified","East 31st Street and South Jamestown Avenue","included","A1928.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,586",586,"587.jpg","/p15020coll1/image/587.jpg",36.1187893,-95.9380455
"31st & Memorial, 1962","Tulsa (Okla.) -- History","East 31st Street and South Memorial Drive on November 28th, 1962.","Tulsa City-County Library",11/28/1962,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #D6871",,"modified","East 31st Street and South Memorial Drive","included","D6871.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,589",589,"590.jpg","/p15020coll1/image/590.jpg",36.1188159,-95.8867177
"South Quanah Avenue: Charlie's Hamburgers, 1949","Tulsa (Okla.) -- History","Charlie's Hamburgers at 2024 South Quanah Avenue November 29th, 1949. Buck's Surplus Store and Cagle's Upholstery Shop are in the background.","Tulsa City-County Library",11/29/1949,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #D7255","verified","modified","2024 South Quanah Avenue","included","D7255.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,595",595,"596.jpg","/p15020coll1/image/596.jpg",36.1113015,-96.0064977
"33rd and Peoria Area of Brookside, circa 1954","Tulsa (Okla.) -- History","East 33rd Street and South Peoria Avenue area of Brookside, circa 1954.","Tulsa City-County Library",1954,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B8626",,"modified","East 33rd Street and South Peoria Avenue","included","B8626.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,604",604,"605.jpg","/p15020coll1/image/605.jpg",36.1154588,-95.975716
"33rd & Harvard, 1960","Tulsa (Okla.) -- History","South Harvard Avenue and East 33rd Street on 06/16/1960.","Tulsa City-County Library",6/16/1960,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B0651",,"modified","South Harvard Avenue and East 33rd Street","included","B0651.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,609",609,"610.jpg","/p15020coll1/image/610.jpg",36.1151909,-95.940254
"36th & Harvard: Ike's Chili & Frank's Hairstyling","Tulsa (Okla.) -- History","Photograph at East 36th Street and South Harvard Avenue shows Ike's Chili and Frank's Hairstyling.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B0457",,"modified","East 36th Street and South Harvard Avenue","included","B0457.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,615",615,"616.jpg","/p15020coll1/image/616.jpg",36.1115463,-95.9402284
"36th & Lewis, 1959","Tulsa (Okla.) -- History","East 36th Street and South Lewis Avenue on 06/03/1959.","Tulsa City-County Library",6/3/1959,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #D7246",,"modified","East 36th Street and South Lewis Avenue","included","D7246.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,621",621,"622.jpg","/p15020coll1/image/622.jpg",36.1115133,-95.9580691
"61st & Harvard, 1965","Tulsa (Okla.) -- History","East 61st Street and South Harvard Avenue on 12/04/1965.","Tulsa City-County Library",12/4/1965,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B1741",,"modified","East 61st Street and South Harvard Avenue","included","B1741.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,704",704,"705.jpg","/p15020coll1/image/705.jpg",36.0753083,-95.9401187
"61st & Lewis, 1953","Tulsa (Okla.) -- History","East 61st Street and South Lewis Avenue on 10/24/1953.","Tulsa City-County Library",10/24/1953,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B0432",,"modified","East 61st Street and South Lewis Avenue","included","B0432.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,736",736,"737.jpg","/p15020coll1/image/737.jpg",36.0752843,-95.957975
"61st &  Lewis, 1953","Tulsa (Okla.) -- History","East 61st Street and South Lewis Avenue on 10/24/1953.","Tulsa City-County Library",10/24/1953,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession  #B0433",,"modified","East 61st Street and South Lewis Avenue","included","B0433.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,737",737,"738.jpg","/p15020coll1/image/738.jpg",36.0752843,-95.957975
"71st & Garnett","Tulsa (Okla.) -- History","71st and Garnett on April 21, 1956.  The man in the light-colored jacket has been identified as Richard Carter, member of the Tulsa Police Department from 1952-1972. The man was identified by B. Hicks.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A1778",,,"E 71st St & S Garnett Rd","included","A1778.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,747",747,"748.jpg","/p15020coll1/image/748.jpg",36.0609324,-95.8509943
"71st & Memorial","Tulsa (Okla.) -- History","The southwest corner of East 71st Street and South Memorial, circa 1965.","Tulsa City-County Library",1965,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A1183",,,"S Memorial Dr & E 71st St","included","A1183.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,749",749,"750.jpg","/p15020coll1/image/750.jpg",36.0609174,-95.8864782
"71st & Memorial","Tulsa (Okla.) -- History","East 71st Street and South Memorial Drive.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B0483",,,"S Memorial Dr & E 71st St","included","B0483.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,752",752,"753.jpg","/p15020coll1/image/753.jpg",36.0609174,-95.8864782
"71st & Sheridan, 1954","Tulsa (Okla.) -- History","East 71st Street and South Sheridan Road, 03/26/1954.","Tulsa City-County Library",3/26/1954,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B1336",,,"S Sheridan Rd & E 71st St","included","B1336.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,757",757,"758.jpg","/p15020coll1/image/758.jpg",36.0607628,-95.9041533
"111th & Memorial, circa 1950","Tulsa (Okla.) -- History","Looking south on Memorial and approximately 111th Street circa 1950.","Tulsa City-County Library",1950,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #A0537",,,"S Memorial Dr & East 111th St S","included",,5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,787",787,"788.jpg","/p15020coll1/image/788.jpg",36.002822,-95.8866955
"1st & Cheyenne: First Corn Grinding Mill in Tulsa, 1894","Tulsa (Okla.) -- History","First corn grinding mill in Tulsa (1894) at West 1st Street and South Cheyenne Avenue.","Tulsa City-County Library",1894,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #D8317",,"modified","West 1st Street and South Cheyenne Avenue","included","D8317.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,799",799,"800.jpg","/p15020coll1/image/800.jpg",36.1544837,-95.9944623
"North Main Street, 1954","Tulsa (Okla.) -- History","Looking north on Main Street across the Katy Railroad tracks (approximately the 300 block of North Main Street) on May 16, 1954. Left: Ray's Beverage Company, Leeland Equipment Company, and Irene's Cafe. Right: Katy Depot signage, Salvation Army, Cain's Academy of Dancing, and the Evangelistic Temple.","Tulsa City-County Library",5/16/1954,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A1884",,,"300 block of North Main Street","included","A1884.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,801",801,"802.jpg","/p15020coll1/image/802.jpg",36.1592385,-95.9941783
"3rd & Cheyenne","Tulsa (Okla.) -- History","300 block of South Cheyenne Avenue, looking south.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #G0194",,,"West 3rd Street and South Cheyenne Avenue","included","G0194.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,802",802,"803.jpg","/p15020coll1/image/803.jpg",36.1525869,-95.9934621
"11th & Main, 1910","Tulsa (Okla.) -- History","1100 Block Of South Main, Tulsa, Oklahoma, 1910.","Tulsa City-County Library",1910,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #C1292",,,"1100 S Main St","included",,5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,815",815,"816.jpg","/p15020coll1/image/816.jpg",36.1457576,-95.9873262
"12th & Harvard","Tulsa (Okla.) -- History","1211 South Harvard Avenue.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #D3284",,"modified","1211 South Harvard Avenue","included",,5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,817",817,"818.jpg","/p15020coll1/image/818.jpg",36.145534,-95.939956
"4th & Boston: 1900 Republican Convention","Tulsa (Okla.) -- History","1900 Republican Convention held in Tulsa, Indian Territory at 4th and South Boston (likely playground of Presbyterian Mission school).  Picture in June 4th issue of Indian Republican, Tulsa's oldest newspaper.","Tulsa City-County Library",1900,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #G0257",,,"East 4th Street and South Boston Avenue","included","G0257.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,837",837,"838.jpg","/p15020coll1/image/838.jpg",36.1528321,-95.9894452
"Riverside: Flood of 1957","Tulsa (Okla.) -- History","Riverside Drive is flooded at 31st Street below the Midland Valley Railroad bridge, which is now the pedestrian overpass to the River Parks trails and the pedestrian bridge.","Tulsa City-County Library",1957,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A0929",,"modified","2988 Riverside Drive","included","A0929.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,958",958,"959.jpg","/p15020coll1/image/959.jpg",36.1213703,-95.9856938
"2211 East 6th Street","Tulsa (Okla.) -- History","2211 East 6th Street (previously Ninde Funeral Home).","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #D5031",,,"2211 East 6th Street","included","D5031.jpg",5/7/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,1054",1054,"1055.jpg","/p15020coll1/image/1055.jpg",36.152051,-95.9600169
